Title,Screen #,Ink Color,Print,Transfer,Screen,NEW 2024 SIZING,,,
Apple Heart Mini,590W,White,Solid,,,,,,
I Am Your Teacher Pink Checkered,591M,Multi,DTF,,,,,,
I Am Your Teacher Blue Checkered,592M,Multi,DTF,,,,,,
Beautiful Day To Teach,593B,Black,Solid,,,,,,
Beautiful Day To Teach,593W,White,Solid,,,,,,
Retro Teacher Checkered,594M,Multi,DTF,,,,,,
Watch Them Grow Flower Garden,595M,Multi,DTF,,,,,,
In My Teacher Era,596B,Black,Solid,,,,,,
In My Teacher Era,596W,White,Solid,,,,,,
Being A Teacher Is Easy,597B,Black,Solid,,,,,,
Being A Teacher Is Easy,597W,White,Solid,,,,,,
Teacher Life Books,598W,White,Solid,,,X-AL,,,
Teacher Life Books,598B,Black,Solid,,,X-AL,,,
Teacher Life Books,598GRE,Green,Solid,,,X-AL,,,
Teacher Pencil Heart,599M,Multi,DTF,,,,,,
,,,,,,,,,
Reading 600-699,,,,,,,,,
I Like Big Books and I Cannot Lie,601W,White,Distressed,X,X,,,,
I Like Big Books and I Cannot Lie,601B,Black,Distressed,X,X,,,,
I Love Reading,602W,White,Solid,X,X,,,,
I Love Reading,602B,Black,Solid,X,X,,,,
Bookmarks are for Quitters,603W,White,Distressed,X,X,,,,
Bookmarks are for Quitters,603B,Black,Distressed,X,X,,,,
Readers Gonna Read,604W,White,Distressed,X,X,,,,
Readers Gonna Read,604B,Black,Distressed,X,X,,,,
Read More Worry Less,605W,White,Solid,X,X,,,,
Read More Worry Less,605B,Black,Solid,X,X,,,,
Reading is my Jam,606W,White,Distressed,X,X,,,,
Reading is my Jam,606B,Black,Distressed,X,X,,,,
I'd Rather be Reading,607W,White,Solid,X,X,,,,
I'd Rather be Reading,607B,Black,Solid,X,X,,,,
She Reads More Than She Sleeps,608W,White,Solid,X,X,,,,
Not Tonight I'm Reading,609B,Black,Distressed,X,,,,,
Not Tonight I'm Reading,609W,White,Distressed,X,,,,,
Book nerd,610W,White,Solid,X,,,,,
Book nerd,610B,Black,Solid,X,,,,,
Book (Love),611W,White,Distressed,,X,,,,
Book (Love),611B,Black,Distressed,,X,,,,
Just one more chapter,612W,White,Distressed,,X,,,,
Just one more chapter,612B,Black,Distressed,,X,,,,
Book heart rate,613W,White,Solid,X,X,,,,
Book heart rate,613B,Black,Solid,X,X,,,,
Sorry My Weekend Is Booked,614W,White,Distressed,X,,,,,
Sorry My Weekend Is Booked,614B,Black,Distressed,X,,,,,
Books becaue reality is overrated,615W,White,Solid,X,X,,,,
Books becaue reality is overrated,615B,Black,Solid,X,X,,,,
Book Junkie,616W,White,Solid,X,X,,,,
Book Junkie,616B,Black,Solid,X,X,,,,
Read more books Colorful,617M,Multi,DTF,,,,,,
Read More Stacked,618M,Multi,DTF,,,,,,
Bookish Colorful,619M,Multi,DTF,,,,,,
Read Read Read Colorful,620M,Multi,DTF,,,,,,
Book and Flowers,621M,Multi,DTF,,,,,,
Love Books,622B,Black,Solid,,,,,,
Love Books,622W,White,Solid,,X,,,,
Book hangover,623B,Black,Solid,,X,,,,
Book Hangover,623W,White,Solid,,X,,,,
Read stacked wavy,624B,Black,Solid,,X,,,,
Read stacked wavy,624W,White,Solid,,,,,,
It's a good day to read leopard,625M,Multi,DTF,,,,,,
Book Worm,626B,Black,Solid,,X,,,,
Book Worm,626W,White,Solid,,X,,,,
Readers Gonna Read Wavy,627B,Black,Solid,,,,,,
Readers Gonna Read Wavy,627W,White,Solid,,X,,,,
Books are my love language,628B,Black,Distressed,,X,,,,
Books are my love language,628W,White,Distressed,,,,,,
A day without reading is like,629B,Black,Solid,X,X,,,,
A day without reading is like,629W,White,Solid,X,X,,,,
Booktrovert,630B,Black,Solid,,X,,,,
Booktrovert,630W,White,Solid,,,,,,
Reading is lit stacked wavy,631B,Black,Solid,,,,,,
Reading is lit stacked wavy,631W,White,Solid,,X,,,,
Read more scroll less retro,632B,Black,Solid,,,,,,
Read more scroll less retro,632W,White,Solid,,,,,,
I'm all booked retro,633B,Black,Solid,,,,,,
I'm all booked retro,633W,White,Solid,,X,,,,
Fiction addiction retro,634B,Black,Solid,,,,,,
Fiction addiction retro,634W,White,Solid,,,,,,
I'd rather be reading retro,635B,Black,Solid,,,,,,
I'd rather be reading retro,635W,White,Solid,,,,,,
Book worm retro,636B,Black,Solid,,,,,,
Book worm retro,636W,White,Solid,,,,,,
Bookish Retro,637B,Black,Solid,X,,,,,
Bookish Retro,637W,White,Solid,X,X,,,,
Book nerd stacked,638B,Black,Solid,,,,,,
Book Nerd stacked,638W,White,Solid,,,,,,
Booktrovert stacked,639M,Multi,DTF,,,,,,
Just one more chapter stacked,640M,Multi,DTF,,,,,,
Just one more chapter stacked,640B,Black,Solid,,,,,,
Just one more chapter stacked,640W,White,Solid,,,,,,
So many books retro,641B,Black,Solid,X,X,,,,
So many books retro,641W,White,Solid,X,,,,,
Sorry I'm booked stacked Wavy,642B,Black,Solid,,,,,,
Sorry I'm booked stacked Wavy,642W,White,Solid,,,,,,
Just One More Page,643B,Black,Solid,,,,,,
Just One More Page,643W,White,Solid,,,,,,
It's a Good Day to Read a Book,644M,Multi,DTF,,,,,,
Just A Girl Who Loves Books,645B,Black,Solid,X,,,,,
Just A Girl Who Loves Books,645W,White,Solid,X,X,,,,
Just One More Chapter Fancy Script,646B,Black,Solid,X,X,,,,
Just One More Chapter Fancy Script,646W,White,Solid,X,,,,,
My Reading Sweatshirt,647B,Black,Solid,X,X,,,,
My Reading Sweatshirt,647W,White,Solid,X,X,,,,
Read More Books,648B,Black,Solid,X,X,,,,
Read More Books,648W,White,Solid,X,,,,,
Read Now Stress Later,649B,Black,Solid,,,,,,
Read Now Stress Later,649W,White,Solid,,,,,,
Reading Fuels My Soul,650B,Black,Solid,,,,,,
Reading Fuels My Soul,650W,White,Solid,,,,,,
Scroll Less Read More,651B,Black,Solid,X,,,,,
Scroll Less Read More,651W,White,Solid,X,X,,,,
Stayed Up All Night Reading,652B,Black,Solid,X,X,,,,
Stayed Up All Night Reading,652W,White,Solid,X,,,,,
All The Cool Kids Are Reading,653B,Black,Solid,,,,,,
All The Cool Kids Are Reading,653W,White,Solid,,,,,,
No Such Thing as Too Many Books,654M,Multi,DTF,,,,,,
Book Lover Heart,655M,Multi,DTF,,,TRADEMARKED!!,,,
Floral Books,656B,Black,Distressed,X,X,,,,
Floral Books,656W,White,Distressed,X,,,,,
Grow Your Mind Floral,657M,Multi,DTF,,,,,,
Running Out Of Books,658B,Black,Solid,,,,,,
Running Out Of Books,658W,White,Solid,,,,,,
The Book Was Better,659M,Multi,DTF,,,,,,
Booktrovert Floral,660M,Multi,DTF,,,,,,
No Shelf Control,661M,Multi,DTF,,,,,,
Varsity Book Nerd,662M,Multi,DTF,,,,,,
Books And Coffee Stars,663M,Multi,DTF,,,,,,
Book Lover Blue Heart,664M,Multi,DTF,,,TRADEMARKED!!,,,
Cool Kids Are Reading Colorful,665M,Multi,DTF,,,,,,
Book Club Babe,667B,Black,Solid,,,,,,
Book Club Babe,667W,White,Solid,,,,,,
Weekend Is All Booked,668M,Multi,DTF,,,,,,
Don't Judge A Book By It's Movie,669M,Multi,DTF,,,,,,
Just One More Chapter Floral,670B,Black,Distressed,,,,,,
Just One More Chapter Floral,670W,White,Distressed,,,,,,
Booked for the Weekend ,671M,Multi,DTF,,,,,,
Book Weather Varsity,672B,Black,Solid,,,,,,
Book Weather Varsity,672W,White,Solid,,,,,,
Reading Sweatshirt Varsity,673W,White,Distressed,,,,,,
Reading Sweatshirt Varsity,673B,Black,Distressed,,,,,,
One More Chapter Skeleton,674B,Black,Distressed,,,,,,
One More Chapter Skeleton,674W,White,Distressed,,,,,,
Reading is Dreaming,675B,Black,Distressed,,,X-AL,,,
Reading is Dreaming,675W,White,Distressed,,,X-AL,,,
I Like Books More Than People,676M,Multi,DTF,,,X-AL,,,
Skeleton Stars One More Chapter,677W,White,Solid,,,X-AL,,,
Skeleton Stars One More Chapter,677B,Black,Solid,,,X-AL,,,
Reading Sweatshirt,678B,Black,solid,,,,,,
Reading Sweatshirt,678W,White,Solid,,,,,,
Just One More Chapter Books,679M,Multi,,,,,,,
Just One More Chapter Blooming,680M,Multi,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
ADOPTION 800-899,,,,,,,,,
Families don't have to match,801W,White,Solid,X,,,,,
Families don't have to match,801B,Black,Solid,X,,,,,
Families don't have to match - BABY,801,,Solid,X,,,,,
Families don't have to match - TODDLER,801,,Solid,X,,,,,
Paper Pregnant,802W,White,Solid,X,,,,,
Paper Pregnant,802B,Black,Solid,X,,,,,
Adoption is Love,803W,White,Solid,X,,,,,
Adoption is Love,803B,Black,Solid,X,,,,,
Adoption is Love - BABY,803,,Solid,X,,,,,
Adoption is Love - TODDLER,803,,Solid,X,,,,,
Love Makes a Family,804W,White,Solid,X,,,,,
Love Makes a Family,804B,Black,Solid,X,,,,,
Love Makes a Family - BABY,804,,Solid,X,,,,,
Love Makes a Family - TODDLER,804,,Solid,X,,,,,
Motherhood: No Stretch marks required,805W,White,Distressed,X,,,,,
Motherhood: No Stretch marks required,805B,Black,Distressed,X,,,,,
Not Showing but Still Glowing,806W,White,Solid,X,,,,,
Not Showing but Still Glowing,806B,Black,Solid,X,,,,,
No Bump but So Pumped,807W,White,Solid,X,,,,,
No Bump but So Pumped,807B,Black,Solid,X,,,,,
Hope Love Adopt,808W,White,Solid,X,,,,,
Hope Love Adopt,808B,Black,Solid,X,,,,,
Hope for One - ADULT,809W,White,Solid,X,,,,,
Hope for One,809B,Black,Solid,X,,,,,
Hope for One - YOUTH,809,White,Solid,X,,,,,
Hope for One - TODDLER,809,White,Solid,X,,,,,
We Are The Village,815M,Multi,DTF,,,,,,
Yokwe,1118,Black,Solid,X,,,,,
Yokwe - BABY,1118,,Solid,X,,,,,
Yokwe - TODDLER,1118,,Solid,X,,,,,
Promoted to Big Sister - BABY,1110,,Solid,X,,,,,
Promoted to Big Brother - YOUTH,1111,,Solid,X,,,,,
Little Sister,1114,,Solid,X,,,,,
Little Brother,1114,,Solid,X,,,,,
Don't Tell My Parents But They Don't Look A Thing Like Me - BABY,1104,,Solid,X,,,,,
Don't Tell My Parents But They Don't Look A Thing Like Me - TODDLER,1104,,Solid,X,,,,,
,,,,,,,,,
MOTHERHOOD 900-999,,,,,,,,,
Wife. Mom. Boss.,901W,White,DIstressed,,,,,,
Wife. Mom. Boss.,901B,Black,DIstressed,,,,,,
Happiness is being a Mama,902W,White,Solid,,,,,,
Happiness is being a Mama,902B,Black,Solid,,,,,,
Mommin Aint Easy,903W,White,DIstressed,,X,,,,
Mommin Aint Easy,903B,Black,DIstressed,,X,,,,
One Lucky Mama,904W,White,DIstressed,,X,,,,
One Lucky Mama,904B,Black,DIstressed,,X,,,,
One Lucky Mama,904G,Green,DIstressed,,X,,,,
Raising Tiny People,905W,White,Solid,,,,,,
Raising Tiny People,905B,Black,Solid,,,,,,
Mama Life is the Best Life,906W,White,Solid,,,,,,
Mama Life is the Best Life,906B,Black,Solid,,,,,,
Momster Definition,907W,White,Solid,X,X,,,,
Momster Definition,907B,Black,Solid,X,X,,,,
Raising Little Boys All Day Everyday,908W,White,Solid,,,,,,
Raising Little Boys All Day Everyday,908B,Black,Solid,,,,,,
Raising Little Girls All Day Everyday,909W,White,Solid,,,,,,
Raising Little Girls All Day Everyday,909B,Black,Solid,,,,,,
Mama Livin the dream,911W,White,Solid,,X,,,,
Mama Livin the dream,911B,Black,Solid,,X,,,,
Mama Needs some Sleep,912W,White,Solid,,,,,,
Mama Needs some Sleep,912B,Black,Solid,,,,,,
Blessed Mama,913W,White,Solid,,,,,,
Blessed Mama,913B,Black,Solid,,,,,,
"Mom Sleep, it's like regular sleep, without the sleep",914W,White,Solid,,X,,,,
"Mom Sleep, it's like regular sleep, without the sleep",914B,Black,Solid,,X,,,,
"Motherhood Powered by Love, Fueled by Caffiene",915B,Black,,,X,,,,
"Motherhood Powered by Love, Fueled by Caffiene",915W,White,,,X,,,,
Eat. No Sleep. Mom. Repeat.,916W,White,Solid,,X,,,,
Eat. No Sleep. Mom. Repeat.,916B,Black,Solid,,X,,,,
I Make this Motherhood Thing Look Easy,918W,White,DTF,,,,,,
I Make this Motherhood Thing Look Easy,918B,Black,DTF,,,,,,
"Surviving Motherhood, One Meltdown at a Time",919W,White,DTF,,X,,,,
"Surviving Motherhood, One Meltdown at a Time",919B,Black,DTF,,X,,,,
,,,,,,,,,
Mom Brain the Struggle is Real,920W,White,DTF,,,,,,
Mom Brain the Struggle is Real,920B,Black,DTF,,,,,,
Motherhood I've got this (some days),921W,White,DIstressed,,X,,,,
Motherhood I've got this (some days),921B,Black,DIstressed,,X,,,,
My Boss Wears Diapers,922W,White,DTF,,,,,,
My Boss Wears Diapers,922B,Black,DTF,,,,,,
Losing My Mind Finding My Heart,923W,White,DTF,,X,,,,
Losing My Mind Finding My Heart,923B,Black,DTF,,X,,,,
Losing My Mind Finding My Heart,923M,Multi,DTF,,,,,,
I Move Mountains of Laundry that is.,924W,White,DTF,,,,,,
I Move Mountains of Laundry that is.,924B,Black,DTF,,,,,,
Twin Mama,925W,White,DTF,,,,,,
Twin Mama,925B,Black,DTF,,,,,,
Chaos Coordinator,926W,White,DIstressed,,X,,,,
Chaos Coordinator,926B,Black,DIstressed,,X,,,,
Mom is the Name Chaos is the Game,927W,White,Solid,,X,,,,
Mom is the Name Chaos is the Game,927B,Black,Solid,,X,,,,
Mama Knows Best,928W,White,Solid,,X,,,,
Mama Knows Best,928B,Black,Solid,,X,,,,
Tough as a Mother,929W,White,Solid,,,,,,
Tough as a Mother,929B,Black,Solid,,,,,,
I Wasn't Planning on Getting out of the Car,932W,White,Solid,,X,,,,
I Wasn't Planning on Getting out of the Car,932B,Black,Solid,,X,,,,
Motherhood full Hands Full Heart,934W,White,Solid,,,,,,
Motherhood full Hands Full Heart,934B,Black,Solid,,,,,,
Human Jungle Gym,935W,White,Solid,,,,,,
Human Jungle Gym,935B,Black,Solid,,,,,,
Full time mama,937W,White,Solid,,,,,,
Full time mama,937B,Black,Solid,,,,,,
I'm outnumbered by tiny people,938W,White,Solid,,,,,,
I'm outnumbered by tiny people,938B,Black,Solid,,,,,,
I don't care who started it,939W,White,Solid,,X,,,,
I don't care who started it,939B,Black,Solid,,X,,,,
Go ask your dad,940W,White,DIstressed,,X,,,,
Go ask your dad,940B,Black,DIstressed,,X,,,,
Meltdown Manager,941W,White,DIstressed,,X,,,,
Meltdown Manager,941B,Black,DIstressed,,X,,,,
Full hands fuller heart,942W,White,Solid,,X,,,,
Full hands fuller heart,942B,Black,Solid,,X,,,,
Whoever said easy like Sunday morning clearly didn't have kids,943W,White,DIstressed,,,,,,
Whoever said easy like Sunday morning clearly didn't have kids,943B,Black,DIstressed,,,,,,
Chasing dreams and tiny people,944W,White,Solid,,X,,,,
Chasing dreams and tiny people,944B,Black,Solid,,X,,,,
Yep they're all mine,945W,White,Solid,,X,,,,
Yep they're all mine,945B,Black,Solid,,X,,,,
Nap time is my happy hour,946W,White,Solid,,X,,,,
Nap time is my happy hour,946B,Black,Solid,,X,,,,
Little sleep lots of love,947W,White,Solid,,X,,,,
Little sleep lots of love,947B,Black,Solid,,X,,,,
I run a tight shipwreck,949W,White,Solid,,,,,,
I run a tight shipwreck,949B,Black,Solid,,,,,,
I run a girl gang,950W,White,DIstressed,,,,,,
I run a girl gang,950B,Black,DIstressed,,,,,,
Mama,952W,White,DIstressed,,X,,,,
Mama,952B,Black,DIstressed,,,,,,
Raising Wildflowers (WORDS),954W,White,DIstressed,,,,,,
Raising Wildflowers (WORDS),954B,Black,DIstressed,,,,,,
Wife Mom Boss Typewriter,959W,White,Solid,,X,X-AL,,,
Wife Mom Boss Typewriter,959B,Black,Solid,,X,X-AL,,,
Slay At Home Mom,960W,White,Solid,,X,,,,
Slay at Home Mom,960B,Black,Solid,,X,,,,
Mom Retro,961M,Multi,DTF,,,,,,
Mama Retro,962M,Multi,DTF,,,X-AL,,,
Happy Mama,963W,White,Solid,,X,,,,
Happy Mama,963B,Black,Solid,,X,,,,
Raising Beautiful Strong Powerful Humans,964W,White,Solid,,,,,,
Raising Beautiful Strong Powerful Humans,964B,Black,Solid,,,,,,
Promoted to Mama,965W,White,Solid,,,,,,
Promoted to Mama,965B,Black,Solid,,,,,,
Heart Mama Est. 2021,966W,White,Solid,,,,,,
Heart Mama Est. 2021,966B,Black,Solid,,X,,,,
Blame It On My Momnesia,967W,White,Solid,,,,,,
Blame It On My Momnesia,967B,Black,Solid,,X,,,,
Mama Est. 2021,968W,White,Solid,,,X-AL,,,
Mama Est. 2021,968B,Black,Solid,,X,X-AL,,,
But Did You Die,969W,White,Solid,,X,,,,
But Did You Die,969B,Black,Solid,,X,,,,
Mom Mode,970W,White,Solid,,X,,,,
Mom Mode,970B,Black,Solid,,X,,,,
Glitter And Dirt,971W,White,Solid,,,,,,
Glitter And Dirt,971B,Black,Solid,,,,,,
I'm That Mom,972W,White,Solid,,X,X-AL,,,
I'm That Mom,972B,Black,Solid,,X,X-AL,,,
Retro Mama Wave,973M,Multi,DTF,,,,,,
Mama Floral Hexagon,974W,White,Solid,,X,,,,
Mama Floral Hexagon,974B,Black,Solid,,X,,,,
Mama Vibes,976M,Multi,DTF,,,,,,
Mama Vibes,976W,White,Solid,,X,,,,
Mama Vibes,976B,Black,Solid,,X,,,,
Leopard Mama Square,977W,White,DIstressed,,X,X-AL,,,
Leopard Mama Square,977B,Black,Distressed,,X,X-AL,,,
Retro Stripes Mama,978M,Multi,DTF,,,,,,
Raising Wild Things,979W,White,Solid,,,X-AL,,,
Raising Wild Things,979B,Black,Solid,,X,X-AL,,,
Raise Them Kind Rainbow,980M,Multi,DTF,,,,,,
Motherhood Wavy,981W,White,Solid,,X,X-AL,,,
Motherhood Wavy,981B,Black,Solid,,,X-AL,,,
Mind Your Own Motherhood,982W,White,Solid,,,,,,
Mind Your Own Motherhood,982B,Black,Solid,,,,,,
Surviving Motherhood One Prayer At A Time,983W,White,Solid,,X,X-AL,,,
Surviving Motherhood One Prayer At A Time,983B,Black,Solid,,X,X-AL,,,
Tiny Human Tamer,984W,White,Solid,,X,X-AL,,,
Tiny Human Tamer,984B,Black,Solid,,X,X-AL,,,
Raise Them Kind Wavy,985W,White,Solid,,,,,,
Raise Them Kind Wavy,985B,Black,Solid,,X,,,,
Mama Rays,986W,White,Solid,,X,X-AL,,,
Mama Rays,986B,Black,Solid,,X,X-AL,,,
Leopard Chaos Coordinator,987W,White,DTF,,,,,,
Leopard Chaos Coordinator,987B,Black,DTF,,,,,,
Chaos Queen,988W,White,Solid,,,X-AL,,,
Chaos Queen,988B,Black,Solid,,,X-AL,,,
Bonus Mama,990W,White,Solid,,,X-AL,,,
Bonus Mama,990B,Black,Solid,,,X-AL,,,
Mom Mode Colorful,991M,Multi,DTF,,,,,,
Motherhood University,992W,White,Solid,,X,X-AL,,,
Motherhood University,992B,Black,Solid,,X,X-AL,,,
Mama Bold,993W,White,Solid,X,X,X-AL,,,
Puff Mama Bold,993M,Mint,Screen,X,,N/A,,,
Puff Mama Bold,993P,Pink,Screen,X,X,N/A,,,
Puff Mama Bold,993Y,Yellow,Screen,X,,N/A,,,
Livin' The Mom Life Leopard,994M,Multi,DTF,,,,,,
Mama Life Is The Best Life Leopard,995M,Multi,DTF,,,,,,
Mom Life Leopard,996M,Multi,DTF,,,,,,
Blessed Mama Heart,997W,White,Solid,,X,,,,
Blessed Mama Heart,997B,Black,Solid,,X,,,,
Boy Mama From Son Up To Son Down,998W,White,Solid,,,X-AL,,,
Boy Mama From Son Up To Son Down,998B,Black,Solid,,X,X-AL,,,
Mama Square,999W,White,Solid,,X,X-AL,,,
Mama Square,999B,Black,Solid,,X,X-AL,,,
Mama Bear,7901B,Black,,,X,,,,
Mama Bear Sees All,7902B,Black,,,X,,,,
Mama Bear Silhouette,7903W,White,,,X,,,,
Mama Bear Silhouette,7903B,Black,,,X,,,,
Mama Bear Sunglasses,7904W,White,,,X,,,,
Mama Bear Sunglasses,7904B,Black,,,X,,,,
Mom Era Distressed,7905W,White,Distressed,,,,,,
I Rock Motherhood,7906B,Black,Solid,,,,,,
Country Mama Grunge,7907M,Multi,DTF,,,,,,
Surviving Motherhood Colorful,7908M,Multi,DTF,,,,,,
,,,,,,,,,
Pregnancy 1000-1099,,,,,,,,,
You're Kickin Me Smalls,1001W,White,Solid,X,X,,,,
You're Kickin Me Smalls,1001B,Black,Solid,X,X,,,,
It's not a Food Baby,1002W,White,Solid,X,,,,,
It's not a Food Baby,1002B,Black,Solid,X,,,,,
What's One More?,1003W,White,DTF,X,,,,,
What's One More?,1003B,Black,DTF,X,,,,,
Growing Tiny Humans is Exhausting,1004W,White,Distressed,X,,,,,
Growing Tiny Humans is Exhausting,1004B,Black,Distressed,X,,,,,
Mama In the Making,1005W,White,DTF,X,,,,,
Mama In the Making,1005B,Black,DTF,X,,,,,
Oh Baby,1006W,White,DTF,X,,,,,
Oh Baby,1006B,Black,DTF,X,,,,,
Pregnancy Brain the Struggle is Real,1007W,White,Solid,X,,,,,
Pregnancy Brain the Struggle is Real,1007B,Black,Solid,X,,,,,
The Baby Made Me Eat It,1008W,White,Solid,X,,,,,
The Baby Made Me Eat It,1008B,Black,Solid,X,,,,,
Find Joy in the Journey,1009W,White,Distressed,X,,,,,
Find Joy in the Journey,1009B,Black,Distressed,X,,,,,
Running out of womb,1010W,White,Distressed,X,,,,,
Running out of womb,1010B,Black,Distressed,X,,,,,
"If something falls on the floor, it's dead to me",1011W,White,Solid,X,,,,,
"If something falls on the floor, it's dead to me",1011B,Black,Solid,X,,,,,
Every day I'm waddlin',1012W,White,Solid,X,,,,,
Every day I'm waddlin',1012B,Black,Solid,X,,,,,
They said there would be glowing,1013W,White,Solid,X,,,,,
They said there would be glowing,1013B,Black,Solid,X,,,,,
Always read the fine print.  I'm pregnant,1014W,White,Solid,X,,,,,
Always read the fine print.  I'm pregnant,1014B,Black,Solid,X,,,,,
Gonna pop,1015W,White,Solid,,,,,,
Gonna pop,1015B,Black,Solid,,,,,,
Haven't had a mood swing in like 8 minutes,1017W,White,Solid,,,,,,
Haven't had a mood swing in like 8 minutes,1017B,Black,Solid,,,,,,
Mama in the Making Heart,1018B,Black,DTF,,,,,,
Mama in the Making Heart,1018W,White,DTF,,,,,,
Extra Pregnant,1019B,Black,Solid,,,,,,
Extra Pregnant,1019W,White,Solid,,,,,,
Prangry,1020B,Black,Solid,,,,,,
Prangry,1020W,White,Solid,,,,,,
Make Me Look Pregnant,1021B,Black,Solid,,,,,,
Make Me Look Pregnant,1021W,White,Solid,,,,,,
Mama In the Making Bold,1022B,Black,Solid,,,,,,
Mama In the Making Bold,1022W,White,Solid,,,,,,
Mama To Be,1023B,Black,Solid,,,,,,
Mama To Be,1023W,White,Solid,,,,,,
Coming Soon Heart,1024B,Black,Solid,,,,,,
Coming Soon Heart,1024W,White,Solid,,,,,,
Oops I Did It Again,1025B,Black,Solid,,,,,,
Oops I Did It Again,1025W,White,Solid,,,,,,
Little Honey On The Way,1026M,Multi,DTF,,,,,,
In My Pregnant Era,1027B,Black,Solid,,,X-AL,,,
In My Pregnant Era,1027W,White,Solid,,,X-AL,,,
,,,,,,,,,
Kids Only 1100-1199,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Rainbow After The Storm Boy - Youth,1147M,Multi,DTF,,,,,,
Rainbow After The Storm Boy - Toddler,1147M,Multi,DTF,,,,,,
Rainbow After The Storm - Onesie,1147M,Multi,DTF,,,,,,
All American Boy Sunglasses,1148M,Multi,DTF,,,,,,
American Boy Sunglasses,1149M,Multi,DTF,,,,,,
American Dude Stars,1150M,Multi,DTF,,,,,,
American Girl Sunglasses,1151M,Multi,DTF,,,,,,
American Mini Lightning Bolt,1152M,Multi,DTF,,,,,,
American Sweetheart Flower,1153M,Multi,DTF,,,,,,
Red White And Cute Stars,1154M,Multi,DTF,,,,,,
Retro Little Firecracker,1155M,Multi,DTF,,,,,,
Chillin With My Peeps Sunglasses,1156M,Multi,DTF,,,TRADEMARKED,,,
Egg Hunt Champion,1157M,Multi,DTF,,,X-AL,,,
Little Cotton Tail,1158M,Multi,DTF,,,X-AL,,,
Little Snuggle Bunny,1159M,Multi,DTF,,,X-AL,,,
Truck With Flag,1160M,Multi,DTF,,,,,,
Born To Sparkle,1161M,Multi,DTF,,,,,,
Wild One Animals,1162M,Multi,DTF,,,,,,
Overstimulated Kids Club,1163M,Multi,DTF,,,,,,
Mama's Last Nerve,1164M,Multi,DTF,,,,,,
Happy Lil' Thang,1165M,Multi,DTF,,,,,,
Little Charmer,1166W,White,Solid,,,,,,
Little Charmer,1166B,Black,Solid,,,,,,
Bunny Babe Cursive,1167M,Multi,DTF,,,X-AL,,,
Bunny Babe Flowers,1168M,Multi,DTF,,,,,,
Checkered Hip Hop,1169M,Multi,DTF,,,,,,
